Tarih,PM10,SO2,NO2,NOX,O3
2020-06-22 14:00:56,14.92,11.53,12.8,16.899999999999999,82.66
2020-06-22 15:00:56,21.3,9.9,13.18,17.52,75.58
2020-06-22 16:00:56,21.15,9.61,12.57,16.88,71.650000000000006
2020-06-22 17:00:56,33.479999999999997,8.82,13.64,18.170000000000002,68.010000000000005
2020-06-22 18:00:56,44.01,9.26,14.09,18.63,65.8
2020-06-22 19:00:56,36.81,8.1199999999999992,12.38,16.68,55.14
2020-06-22 20:00:56,57.92,7.51,11.5,15.68,48.4
2020-06-22 21:00:56,22.07,6.95,12.1,16.3,40.71
2020-06-22 22:00:56,18.77,6.91,13.44,17.600000000000001,39.36
2020-06-22 23:00:56,22.73,9.66,16.87,21.13,37.479999999999997
2020-06-23 00:00:56,25.68,8.81,14.25,18.399999999999999,37.25
2020-06-23 01:00:56,29.16,8.57,15.58,19.77,32.06
2020-06-23 02:00:56,24.74,7.95,14.78,19.04,26.63
2020-06-23 03:00:56,25.24,7.02,15.33,19.64,20.190000000000001
2020-06-23 04:00:56,21.61,6.9,17.690000000000001,22.42,12.28
2020-06-23 05:00:56,22.43,6.65,15.9,21.22,9.19
2020-06-23 06:00:56,7.86,6.65,15.03,19.64,9.65
2020-06-23 07:00:56,17.670000000000002,7.02,14.77,20.239999999999998,11.23
2020-06-23 08:00:56,16.329999999999998,7.12,11.82,16.22,34.450000000000003
2020-06-23 09:00:56,18.61,7.05,10.69,14.78,44.41
2020-06-23 10:00:56,11.38,7.24,10.58,14.61,53.92
2020-06-23 11:00:56,26.14,7.13,9.17,13.03,61.04
2020-06-23 12:00:56,23.52,6.9,8.5299999999999994,12.38,62.74
2020-06-23 13:00:56,26.06,7.15,10.78,14.77,70.430000000000007
2020-06-23 14:00:56,34.44,7.31,12.02,16.11,62.03
2020-06-23 15:00:56,23.48,7.55,12.22,16.43,56.21
2020-06-23 16:00:56,26.93,8.59,13.38,17.64,55.18
2020-06-23 17:00:56,28.05,8.2799999999999994,13.79,18.190000000000001,55.04
2020-06-23 18:00:56,31.07,7.89,13.31,17.68,52.08
2020-06-23 19:00:56,23.16,7.63,13.01,17.32,50.89
2020-06-23 20:00:56,32.729999999999997,7.89,10.27,14.17,44.95
2020-06-23 21:00:56,12.17,7.11,13,16.96,37.07
2020-06-23 22:00:56,28.34,6.88,13.98,17.89,34.15
2020-06-23 23:00:56,24.44,9.43,17.36,21.3,31.34
2020-06-24 00:00:56,21,12.9,20.81,24.88,29.55
2020-06-24 01:00:56,30.25,12.51,20.82,24.94,25.38
2020-06-24 02:00:56,22.66,11.44,19.48,23.63,23.17
2020-06-24 03:00:56,18.8,9.41,19.12,23.43,16.55
2020-06-24 04:00:56,22.42,8.3699999999999992,18.27,22.63,12.02
2020-06-24 05:00:56,13.47,8.23,17.61,22.06,11.51
2020-06-24 06:00:56,18.059999999999999,7.49,15.87,20.420000000000002,9.82
2020-06-24 07:00:56,18.25,7.98,15.23,20.27,13.05
2020-06-24 08:00:56,8.02,8.15,14.66,20.37,23.28
2020-06-24 09:00:56,17.510000000000002,7.96,11.95,16.18,39.44
2020-06-24 10:00:56,15.41,7.57,11.31,15.42,48.69
2020-06-24 11:00:56,18.29,8.18,11.29,15.43,56.25
2020-06-24 12:00:56,20.46,7.79,11.59,15.59,61.39
2020-06-24 13:00:56,28.56,7.64,12.35,16.489999999999998,63.15
2020-06-24 14:00:56,12.34,7.59,12.41,16.510000000000002,61.23
2020-06-24 15:00:56,18.07,7.51,12.16,16.29,61.82
2020-06-24 16:00:56,15.2,7.77,12.7,16.89,61
2020-06-24 17:00:56,18.55,8.06,13.79,18.21,59.22
2020-06-24 18:00:56,20.29,9.0299999999999994,13.91,18.37,59.59
2020-06-24 19:00:56,11.21,8.14,13.37,17.63,57.53
2020-06-24 20:00:56,26.93,8.15,13.72,17.899999999999999,46.47
2020-06-24 21:00:56,12.68,9.27,15.07,19.13,41.92
2020-06-24 22:00:56,24.57,9.5,15.68,19.829999999999998,36.99
2020-06-24 23:00:56,19.28,9.74,15.89,20.07,33.9
2020-06-25 00:00:56,16.68,8.74,15.52,19.75,26.22
2020-06-25 01:00:56,13.86,8.7899999999999991,15.7,19.95,25.23
2020-06-25 02:00:56,17.100000000000001,7.36,17.21,21.65,13.05
2020-06-25 03:00:56,14.58,6.81,14.35,18.649999999999999,9.4499999999999993
2020-06-25 04:00:56,12.05,6.53,13.51,17.91,10.29
2020-06-25 05:00:56,9.68,6.55,13.33,17.809999999999999,8.4600000000000009
2020-06-25 06:00:56,12.51,6.38,12.35,17.04,7.84
2020-06-25 07:00:56,12.34,6.38,10.17,14.82,11.96
2020-06-25 08:00:56,4.63,6.5,9.69,13.97,25.97
2020-06-25 09:00:56,10.55,6.6,9.3000000000000007,13.48,39.22
2020-06-25 10:00:56,10.28,6.64,9.02,13.11,44.1
2020-06-25 11:00:56,21.6,6.6,8.6199999999999992,12.5,46.05
2020-06-25 12:00:56,18.28,6.85,9.61,13.52,47.6
2020-06-25 13:00:56,24.39,7.42,11.95,15.89,63.09
2020-06-25 14:00:56,22,9.01,13.7,17.61,80.349999999999994
2020-06-25 15:00:56,28.87,8.9,13.72,17.66,81.709999999999994
2020-06-25 16:00:56,29.89,8.5500000000000007,15.12,19.41,63.23
2020-06-25 17:00:56,24.12,8.5,14.91,19.190000000000001,65.31
2020-06-25 18:00:56,23.04,8.0399999999999991,13.8,17.989999999999998,61.65
2020-06-25 19:00:56,28.17,8.5500000000000007,15.21,19.45,54.06
2020-06-25 20:00:56,29.96,8.75,17.03,21.18,45.17
2020-06-25 21:00:56,27.46,7.68,20.16,24.35,37.119999999999997
2020-06-25 22:00:56,28.34,7.18,18.03,22.29,34.369999999999997
2020-06-25 23:00:56,14.64,7.05,16.55,20.79,32.6
2020-06-26 00:00:56,16.46,6.81,16.760000000000002,21.04,28.89
2020-06-26 01:00:56,19.64,6.86,16.579999999999998,20.87,28.44
2020-06-26 02:00:56,25.2,6.64,17.350000000000001,21.79,19.100000000000001
2020-06-26 03:00:56,20.96,6.76,16.37,20.73,19.559999999999999
2020-06-26 04:00:56,19.71,6.81,15.92,20.260000000000002,18.489999999999998
2020-06-26 05:00:56,23.32,6.78,15.96,20.309999999999999,13.31
2020-06-26 06:00:56,19.96,7.15,16.28,21.02,10.97
2020-06-26 07:00:56,21.98,7.03,15.37,20.22,13.12
2020-06-26 08:00:56,19.309999999999999,6.69,12.38,16.68,25.31
2020-06-26 09:00:56,6.79,6.98,11.94,16.079999999999998,42.15
2020-06-26 10:00:56,18.440000000000001,6.59,11.62,15.76,46.25
2020-06-26 11:00:56,27.65,6.79,10.62,14.57,46.61
2020-06-26 12:00:56,14.46,6.77,11.75,15.69,52.6
2020-06-26 13:00:56,20.61,8.7100000000000009,13.6,17.52,69.13
2020-06-26 14:00:56,30.93,8.9499999999999993,13.1,17,70.16
2020-06-26 15:00:56,17.18,7.71,12.91,16.8,67.23
2020-06-26 16:00:56,29.85,7.89,15.22,19.329999999999998,66.45
2020-06-26 17:00:56,21.5,7.97,16.62,20.85,64.28
2020-06-26 18:00:56,22.3,8.42,17.059999999999999,21.49,60.81
2020-06-26 19:00:56,26.77,7.63,16.21,20.27,52.09
2020-06-26 20:00:56,23.4,7.32,16.52,20.63,46.16
2020-06-26 21:00:56,26.17,7.74,19.489999999999998,23.54,41.25
2020-06-26 22:00:56,21.86,11.04,21.74,25.91,31.56
2020-06-26 23:00:56,16.57,11.72,20.03,24.16,30.45
2020-06-27 00:00:56,10.55,7.4,14.23,16.21,64.180000000000007
